experiment_version,dataset,forecast_origin,model_id,graph_mode,seed,max_epochs,min_epochs,early_stopping_patience,early_stopping_min_relative_improvement,batch_size,optimizer,learning_rate,full_run_task_id,execution_stage,loss,inner_validation_definition,refit_policy,input_contract,node_ids_sha256,data_slice_sha256,graph_sha256,embedding_sha256,placebo_permutation_sha256,source_commit_or_lock,config_sha256,metric_protocol_sha256,adapter_status,control_faithfulness,prohibited_files,planned_status
FULL_UNIFIED_RUN_V1,M5,2015-12-07,tcn_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0019_m5_20151207_tcn_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,0fdc80620cf8962630e75c1fa2432803a694bdd75347ebc77b3093fc02c15c5f,24f14f88e9945d2a7fb67744b119a74daf41bf279d2a3b941fb03feff77657e4,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,c19e90dc05d6ddb641349a56d3ccf7c0ef7a06e48cee4c066b70ede07b8a4cf5,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-03-01,tcn_no_graph,no_graph,47,50,10,7,0.001,4,Adam,0.001,v1_0030_favorita_20170301_tcn_no_graph_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,cd0beeec37632daa955a38f9eba4e42ab5553d9daac470a0028c402132af43b1,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,7a0a6f6173676a423f7c988f74bb35cf9898e8cf0ea23a44408034edbfe88492,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-03-29,tcn_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0031_favorita_20170329_tcn_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,75bb1133fda31d12866bad60a7e63457c8606c6d2eb56c2a6572dd0db9cc6655,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-03-29,tcn_no_graph,no_graph,29,50,10,7,0.001,4,Adam,0.001,v1_0032_favorita_20170329_tcn_no_graph_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,19e7d0307f46710389e83129e1ac007f2045b86eb7d4394536e19c18b59f5aaa,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-03-29,tcn_no_graph,no_graph,47,50,10,7,0.001,4,Adam,0.001,v1_0033_favorita_20170329_tcn_no_graph_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,08666debefde5651e9b3fdc4130d538ff8a73ed3bcbbf0f4c65f8cd7b237d9df,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-04-26,tcn_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0034_favorita_20170426_tcn_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,6b82372a5a98e4de2449ea6c26202d3c361c95e972b8ed2d7627437cd661b424,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-04-26,tcn_no_graph,no_graph,29,50,10,7,0.001,4,Adam,0.001,v1_0035_favorita_20170426_tcn_no_graph_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,746a1d8e6bff8e9fc4454e89256b9972f31f4c56f1e6f896dcde048c8abcb389,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Favorita,2017-04-26,tcn_no_graph,no_graph,47,50,10,7,0.001,4,Adam,0.001,v1_0036_favorita_20170426_tcn_no_graph_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,2aa6b8c1c7f823ffdbdf023588068e80b3acc9e04f6c8276342d8b6d812d1d06,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-05-22,tcn_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0037_store_item_20170522_tcn_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,96f573b570f1b2d301538d41f90dacef49f3190e6f15d4c0105641fefebfcd31,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,34d114efd79fa4fa5e192b85a0b1a654f24aacde63d54091f94651ef684e35fd,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-05-22,tcn_no_graph,no_graph,29,50,10,7,0.001,4,Adam,0.001,v1_0038_store_item_20170522_tcn_no_graph_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,96f573b570f1b2d301538d41f90dacef49f3190e6f15d4c0105641fefebfcd31,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,d2d32193a5ee5e4062e9b24eb7b26b20d4034d2ab13c956f96e2f42bcd250a4b,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-05-22,tcn_no_graph,no_graph,47,50,10,7,0.001,4,Adam,0.001,v1_0039_store_item_20170522_tcn_no_graph_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,96f573b570f1b2d301538d41f90dacef49f3190e6f15d4c0105641fefebfcd31,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,fe86d20cb521de7644861aa2279ebc23e5ef323f6c4e14fb72f02a13dfff3dc5,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-06-19,tcn_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0040_store_item_20170619_tcn_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,28beca4732b3f14a100f847605d2098885a415ba97668113a3ccce044ffb107d,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,a8a6554d7c07709982ea1bddacb32a6ac472cbc76ab451f7a3c84d6af7397bea,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-06-19,tcn_no_graph,no_graph,29,50,10,7,0.001,4,Adam,0.001,v1_0041_store_item_20170619_tcn_no_graph_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,28beca4732b3f14a100f847605d2098885a415ba97668113a3ccce044ffb107d,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,c829b2424aafaec5988fbbae8039d7091432bfc975fd7a8f434d065d8d86a4a1,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-06-19,tcn_no_graph,no_graph,47,50,10,7,0.001,4,Adam,0.001,v1_0042_store_item_20170619_tcn_no_graph_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,28beca4732b3f14a100f847605d2098885a415ba97668113a3ccce044ffb107d,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,09d40c2ba3c31a2381d22a63bc2ea727fe79a919ed8c2480b6951c42c56a0f38,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-07-17,tcn_no_graph,no_graph,13,50,10,7,0.001,4,Adam,0.001,v1_0043_store_item_20170717_tcn_no_graph_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,cb704e15bf73a80e87151fc7a786498308b0888b5b69c93a6c61d1fdd789036d,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,d7e3d84edb05034934cc90f5e47a8e30b4e422c7ef087fee4555d4cbe1ee1378,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-07-17,tcn_no_graph,no_graph,29,50,10,7,0.001,4,Adam,0.001,v1_0044_store_item_20170717_tcn_no_graph_s29,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,cb704e15bf73a80e87151fc7a786498308b0888b5b69c93a6c61d1fdd789036d,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,dd1f9ad222b72eb49a943e6a888e0d638854ff93ff47a31fdf83af70a7e2df79,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,Store Item,2017-07-17,tcn_no_graph,no_graph,47,50,10,7,0.001,4,Adam,0.001,v1_0045_store_item_20170717_tcn_no_graph_s47,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,99f53feff701ca0e8ddb39eaf4c2384b14067b4e69669a6d805e4efea668fb19,cb704e15bf73a80e87151fc7a786498308b0888b5b69c93a6c61d1fdd789036d,identity_90x90,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,cd5c0024bcd75a641c78d7670d5dea36225d6ba88aa9bf51df19e9b01e3c4313,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,matched_no_graph,test.csv|sample_submission.csv|sealed_independent_test,pending
FULL_UNIFIED_RUN_V1,M5,2015-12-07,tcn_stat_confidence,native,13,50,10,7,0.001,4,Adam,0.001,v1_0100_m5_20151207_tcn_stat_confidence_s13,stage_1,log1p_huber_delta_1,latest locked 28-day rolling origin strictly before formal origin,reinitialize same seed; all pre-origin rolling samples; e_star epochs,configs/adapter_common_contract.yaml,0fdc80620cf8962630e75c1fa2432803a694bdd75347ebc77b3093fc02c15c5f,24f14f88e9945d2a7fb67744b119a74daf41bf279d2a3b941fb03feff77657e4,e2e77fd6786deed0fff0c8dbf19074b1dfa1f5b132b2b46363a9e139a28276c9,not_applicable,not_applicable,existing_source_locks.csv|compatibility_config_hash:15120158aaa48625c00f34b8cc1572b184fc98569bd1df31445ff86a5d54baa5,61b992be2432c85a4316bb20685c8fee9db64325946944ed75f19176c881f2e9,d7c77384eedf44b83bb464f03081bda024ebcdf3ebd2c5ef3e38acffa7bbfeef,adapter_ready,graph_enabled,,pending
