"experiment_id","task_id","dataset","model_id","forecast_origin","seed","checkpoint_name","archived_relative_path","expected_release_asset","checkpoint_sha256","bytes","resolved_config_sha256","run_status_sha256","prediction_sha256","model_code_hash","data_protocol_hash","checkpoint_role","release_status","replay_status"
"unified_rerun_v1","v1_0014_favorita_20170329_global_lightgbm_s13","Favorita","global_lightgbm","2017-03-29","13","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage2/v1_0014_favorita_20170329_global_lightgbm_s13/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","c2ca112ae77909344fa4ac35719299a7c01ba7a6213ef34c77da2260c9e7a0c1","1055584","08cef95957afd8363643c432affab2f45336fc8ab057751e07062deedebe54bf","92b714fb72a120e542e9c130890fd50f1b4a1eb3be54723d8909650679bd82a6","46c758fd89f9ecdfc5e3330bbb9ba3ff0d6f5664f60a850f35d4fe89206c993b","not_recovered","345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0015_favorita_20170426_global_lightgbm_s13","Favorita","global_lightgbm","2017-04-26","13","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage2/v1_0015_favorita_20170426_global_lightgbm_s13/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","06583aa14c0aea067fd628bee4ff47ffb4a15defabdf597d10b164d6c8997777","2034208","e787bf784b10689bcd30c4ef2f04f18bcdef48ff76292118eab012e3921002fd","0c7695abf09e01178ddb89fb2885bee405e4c5dafd7e21a6986755afa5a102c4","4df61e788056a166b511caadc724bac4aa1317121e42b3b6101e12a40a31a44e","not_recovered","c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0352_favorita_20170301_gts_native_s13","Favorita","gts_native","2017-03-01","13","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0352_favorita_20170301_gts_native_s13/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","ef479f5a0ea9c040626ba7982d0baacff5e08801f9d49de264fa416e4da1603d","1643146","367b6a427304ad189337005ec9c1f88142cda7ca7c44e94560e2d7652ca0f5c0","22429a4c9d4e3e01968b00d52bfb2f96bda7860c2071ae287adeabd4a565c087","7657cfec9c2a37a42ad82005875b80b4715f7b7869f64ba36742c2e21c26734f","not_recovered","cd0beeec37632daa955a38f9eba4e42ab5553d9daac470a0028c402132af43b1","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0353_favorita_20170301_gts_native_s29","Favorita","gts_native","2017-03-01","29","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0353_favorita_20170301_gts_native_s29/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","a9aa06ad639ee4d294350ef86774a0ac3c08098a97bb19d0b33b2052c5515a1d","1641994","b50dc115b29ffaeac9e2493085fe33293454d786cbd201759e7df1d39d05396b","b36511b41de8d961a18225b904fb6be69f40e43993fe17e0f4b92ee833bbf7a3","2f5c02ddde4287961f8cc034f0eef921c1d6fb78a9110d9d8e85b470c634d77b","not_recovered","cd0beeec37632daa955a38f9eba4e42ab5553d9daac470a0028c402132af43b1","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0354_favorita_20170301_gts_native_s47","Favorita","gts_native","2017-03-01","47","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0354_favorita_20170301_gts_native_s47/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","ba686315189d09ad48d029047f3f3f48bb7c9bdfb2071d4e596d15d4a481bf0d","1643082","140ae96c1014280ac4d0c1e968311595f7b97d3d58e9f013df6d2852fe3afdd8","ac88f778145328d2f4de7e625d31da9b79f4fc150ce311df6fc545a34c83ff34","f891b6c41cbb8f3ed23cc1b70601f0aa695159d7ac05ff9799c0279016180109","not_recovered","cd0beeec37632daa955a38f9eba4e42ab5553d9daac470a0028c402132af43b1","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0355_favorita_20170329_gts_native_s13","Favorita","gts_native","2017-03-29","13","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0355_favorita_20170329_gts_native_s13/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","b29cdf64ae3d4ee73851f92a95b0cdfe75ef033ee81daa3e20d8b326b1e42442","1642954","3779da0eeb58c331ffac3f26dbef3d792a82c711b604c0f8064933b0b358a883","81e16b59d58b98e0e616970a09fb0f9dfce80b5896190f6b82c583e501e46815","e84efa698703612cec7bd0f0327e56f601d06b2853460c3c7b25582664c308b4","not_recovered","345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0356_favorita_20170329_gts_native_s29","Favorita","gts_native","2017-03-29","29","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0356_favorita_20170329_gts_native_s29/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","d5d215b1a044f03fec4a63a1549a69280e73bb85db91e6715ae0c1a37adee84a","1641610","5b44a8f9063c25fc5bdac73fdd05151d6ac024b3be4dd2d686cdbdcda6ee3900","f430a4850f0cb38aa8ee634e392af6aaa752c7a10d5533658c72f377257934d9","12b05b4a000927fa9b2cc9827af4b41a0398946a8b92c8466c471e91005f479f","not_recovered","345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0357_favorita_20170329_gts_native_s47","Favorita","gts_native","2017-03-29","47","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0357_favorita_20170329_gts_native_s47/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","146f242a3205b42f1c13fbf5a6ba8a357076bc90314efd91d03704fd93b21c44","1641930","c24655dbcd5d4e87a370163332591cae572499b120b5c812b4262e722e487121","7e0273756a967ff87b826ce8a9077ebed2b613b463c5a7444bd3adc7e3bd754d","25fff0f145489b7e0049938a6bc40ec522c59dbd93fdb301ffd77e93a809a1c7","not_recovered","345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0358_favorita_20170426_gts_native_s13","Favorita","gts_native","2017-04-26","13","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0358_favorita_20170426_gts_native_s13/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","9cf73e1339479d674e075b50a767f6ecbf2a1bb8dab886350161b82a43788334","1643082","4ade4f117ef79d7c47b635253d3dacbdff5f2e17af9fe560d4692b57457ee59b","9b2b2e520d986fcb26d5933d17340ca529ab0fc4a84731e396ad15c1f697dab5","370545f98d6be5a03d2c0f3c155325084c01221849d71ff29cd89f208283b8e7","not_recovered","c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0359_favorita_20170426_gts_native_s29","Favorita","gts_native","2017-04-26","29","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0359_favorita_20170426_gts_native_s29/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","8176cfa3fc1e993f645c3e06ba425e4b416d5bec0bc8c4570c70a0e4a3d53f32","1642314","5ac7436863497748300490f386497244f5ddab7a9813bc7ee779f454529fb4cc","c9430893ccf295ba81d180f04fd02c6d88d3f98a46d1e476455efa0c5c86beed","96ff675bd8050045c0fee7efa5446887b3fe59c576060c99fa8dec49e730015e","not_recovered","c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0360_favorita_20170426_gts_native_s47","Favorita","gts_native","2017-04-26","47","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0360_favorita_20170426_gts_native_s47/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","fb1ca17de994414b8f7a866e3a79958a87964149438b1192b5794561348eb556","1642506","6a0d29bff65661c004cad772ba9bc8c6af0a8c31aba340cca3e40abf99898599","ecad6e5b7898ffa230ad69083b06371c8865b62463eeedad274d3008fa5ae694","1ae8f4434e21402c7bbd047e2351e34e51b59d31b901af70c82e8976fc79fb2f","not_recovered","c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0379_favorita_20170301_gts_no_graph_s13","Favorita","gts_no_graph","2017-03-01","13","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0379_favorita_20170301_gts_no_graph_s13/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","b73ec7f824e76692d702fef78a65b63cc73423a189ab1b729a459336bf7e1f48","609098","1cb53e0dadf66fa80ccef75c16f815eccc6c86f400c67eb1b879e5ba4c1fd02e","44f230ae0d7eb9612a513b564843a64279537c3fcf39338d57f3b0c9a40b329b","2b28f817ae9acfd7c3910293d7a42b8892f3ec37c2493947e4323bd666ee7e98","not_recovered","cd0beeec37632daa955a38f9eba4e42ab5553d9daac470a0028c402132af43b1","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0380_favorita_20170301_gts_no_graph_s29","Favorita","gts_no_graph","2017-03-01","29","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0380_favorita_20170301_gts_no_graph_s29/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","627b26f6cb64ec3294891b1a4d7cc0a1e44bbe215eccfb0209455b09fe1396b5","609034","ce1cee5f3753fcbd82839e408b102585b422c632403a31f393b1c016c980d083","367b01a1f9a4a73744c88ded47121b193c1e60a2a16c6a0ec4bd8293d60d3c8b","ce55f1cc7fb346557ab2f2856ae75506ce139d5dc92e4b3c43289a33ed8f6423","not_recovered","cd0beeec37632daa955a38f9eba4e42ab5553d9daac470a0028c402132af43b1","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0381_favorita_20170301_gts_no_graph_s47","Favorita","gts_no_graph","2017-03-01","47","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0381_favorita_20170301_gts_no_graph_s47/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","ffdf03c94e58f43187d04ce63fd5a20c6e06f05eea18e5203d3c09818cd30146","609098","d4954405915d557dccbc58664633e0df4cb86040534fd4a55770264e00f11fa2","d5672dd7ad3971e0c4cc774ffb2eda2b0475484ba8dec719c2efbe63a719c13f","c32a769d57b850c9d50b5eac3b717d03cfbeb43102ea49c7dd4169cc5a28d6cd","not_recovered","cd0beeec37632daa955a38f9eba4e42ab5553d9daac470a0028c402132af43b1","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0382_favorita_20170329_gts_no_graph_s13","Favorita","gts_no_graph","2017-03-29","13","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0382_favorita_20170329_gts_no_graph_s13/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","4e9b68916d3620c74e5f2c28aac5084cb6a23a8a4017c64e63206eec5660d4a0","609098","b61ff10ed976d8e2c5c509e81d33bad1720bb5c4e583212e56be617066f87f46","158c26983d9d95a86b4e0094656ecddc6c42a0bc9f6093d0f4a6ad5aaf17c484","1bf842ccb0200cbe908e47aff03b8d62d9d7c5f4c8389e32fd75bd82ad5da037","not_recovered","345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0383_favorita_20170329_gts_no_graph_s29","Favorita","gts_no_graph","2017-03-29","29","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0383_favorita_20170329_gts_no_graph_s29/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","efedcb0f2629a67b4345e726444fd5f4e8602de16caacc318a25a3e54a1da5c6","608842","391af06577781e25ce997465c99587d040c017a0cc8d5b1352652cd3117e588c","19781afde943e1e1b528dd655f941c855300597ff9c7e6fcfc0875e8efb667fe","98f737331192d9423f78a94bf0d7324407084220fdaa888e67e6b78abc3cbf8f","not_recovered","345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0384_favorita_20170329_gts_no_graph_s47","Favorita","gts_no_graph","2017-03-29","47","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0384_favorita_20170329_gts_no_graph_s47/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","91c4ae3a02a90ea53c5aacbaee4c9708cdefc9b21a0af11952b78becfac8ed3b","608330","8868426a6cfdb129bd103b4d666fe7bccecccb702743365284bdddac64a52604","6834dca24d388d96227c5d55c5de2f695a665c9f4423424b295a83f2b2d9d7fb","2bb06706c4e770bc8730faf4dc2c0ae1e8a5b7914973e74aed13aec7366dd549","not_recovered","345dabcf47b0f7e1fb1895e4c61f5d5ebffaa56e09a9f5b2d7896f439c70937b","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0385_favorita_20170426_gts_no_graph_s13","Favorita","gts_no_graph","2017-04-26","13","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0385_favorita_20170426_gts_no_graph_s13/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","928302e6decf5d47dff80ff83a39d8ac2ded14cbafac2452b8d2565ea94f75e5","609162","ecdc38c869e39f3427280e65c7b0dc1875e4de12ceae3d448bd42786f585cf57","bbf6a7fd7f4acfcd4b04905bc8b45834364e2ec016d2e5a949a1cbfa76bf5dcf","3e4514b3489c8772b7001d9b836514b9fc0fdd47b7bef681c6d3ef452bd74a2d","not_recovered","c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0386_favorita_20170426_gts_no_graph_s29","Favorita","gts_no_graph","2017-04-26","29","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0386_favorita_20170426_gts_no_graph_s29/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","57d7c70299477814364af0fe2c24e2c7618d1b385d07d9a6e4e5d6ffe49d3790","609034","62a7713554c2b961d75a7a5dc1c182606b6ae996f88b459cddb50c3f78370520","e0c93f109c6a34bb530b9ab28da16c4276ec4b0485e8357b8c6995719d8d5659","ab7fef0c41384ba5c185bba71999a430b0e03e65b7f610aa2cadfe48b7e708aa","not_recovered","c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0387_favorita_20170426_gts_no_graph_s47","Favorita","gts_no_graph","2017-04-26","47","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0387_favorita_20170426_gts_no_graph_s47/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","89c1542a1843fd89688dc6acadfccc4e375acf7a33b865bf8512de1142a6adc3","609098","d1300ffb56a909b3276dc894f229813ccd8285723d77a2a3bbae38fd4409516d","2fd0c782690cef0493acc4c2ae2bf4afaa865453c0efdc47918011a172158176","937bb22d76143e90e108e3339c7f2dd048cc404c3d9ed7e16e6ec7967b5f38ae","not_recovered","c488ebe713d35972ff5a908aa6c2090b4ea444972f31abbf215c0d17998dda91","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0406_favorita_20170301_gts_placebo_s13","Favorita","gts_placebo","2017-03-01","13","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0406_favorita_20170301_gts_placebo_s13/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","3e8506bec1bdeb5f364ec9748f8a881b55b58e2f8c98d29799671e2faf2aee58","1643082","7cd96e825b1e451edfd58eda2bf523530c70f37ad4e771de5dfb426842f6d710","b18a23d877f93309e90be146208190979c6c5b5740cfcb1a60e97df7d3a034e8","741ee6b54745c4ac6a906fd20e2bf47d2e9f5719f89cc4ef204bcbee498a7939","not_recovered","cd0beeec37632daa955a38f9eba4e42ab5553d9daac470a0028c402132af43b1","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
"unified_rerun_v1","v1_0407_favorita_20170301_gts_placebo_s29","Favorita","gts_placebo","2017-03-01","29","checkpoint_final.pt","<local-archive>/统一重跑实验_20260826/outputs/full_unified_run_v1/stage1/v1_0407_favorita_20170301_gts_placebo_s29/checkpoint_final.pt","unified_rerun_v1_checkpoints_favorita.zip","19925e4d4b3fd73a7a336ed9e69177697e3534593f4a26fe9092b6fba707496e","1643082","0842faad7005ac1859fce1427ab63d906fd272cf172879aadcc8cf729f25abb0","7eaf8fc4c871e2108454c3e386649becbd39de1294209577fe3838b80d2d8445","ed93278837e5645ecfdc237a74e8c4fc7c9ecb78c18c06e7da45bd87a68b58e6","not_recovered","cd0beeec37632daa955a38f9eba4e42ab5553d9daac470a0028c402132af43b1","final_refit","planned_not_uploaded","blocked_by_nonportable_model_and_data_interfaces"
